y	x	key	showSelected1	group
6	6	108	108	-1
4.66666666666667	7	108	108	-1
4	8	108	108	-1
4.5	9	108	108	-1
4	10	108	108	-1
3.66666666666667	11	108	108	-1
3.42857142857143	12	108	108	-1
3.25	13	108	108	-1
3.11111111111111	14	108	108	-1
3.33333333333333	15	108	108	-1
3.2	16	108	108	-1
3.09090909090909	17	108	108	-1
3.27272727272727	18	108	108	-1
3.16666666666667	19	108	108	-1
3.33333333333333	20	108	108	-1
3.5	21	108	108	-1
3.66666666666667	22	108	108	-1
3.83333333333333	23	108	108	-1
3.69230769230769	24	108	108	-1
3.57142857142857	25	108	108	-1
3.71428571428571	26	108	108	-1
3.6	27	108	108	-1
3.5	28	108	108	-1
3.41176470588235	29	108	108	-1
3.33333333333333	30	108	108	-1
3.26315789473684	31	108	108	-1
3.2	32	108	108	-1
3.3	33	108	108	-1
3.23809523809524	34	108	108	-1
3.18181818181818	35	108	108	-1
3.1304347826087	36	108	108	-1
3.21739130434783	37	108	108	-1
3.16666666666667	38	108	108	-1
3.12	39	108	108	-1
3.2	40	108	108	-1
3.15384615384615	41	108	108	-1
3.23076923076923	42	108	108	-1
3.18518518518519	43	108	108	-1
3.14285714285714	44	108	108	-1
3.21428571428571	45	108	108	-1
3.17241379310345	46	108	108	-1
3.13333333333333	47	108	108	-1
3.09677419354839	48	108	108	-1
3.0625	49	108	108	-1
3.125	50	108	108	-1
3.1875	51	108	108	-1
3.15151515151515	52	108	108	-1
3.11764705882353	53	108	108	-1
3.08571428571429	54	108	108	-1
3.05555555555556	55	108	108	-1
3.11111111111111	56	108	108	-1
3.08108108108108	57	108	108	-1
3.05263157894737	58	108	108	-1
3.02564102564103	59	108	108	-1
3	60	108	108	-1
2.97560975609756	61	108	108	-1
2.95238095238095	62	108	108	-1
2.93023255813954	63	108	108	-1
2.97674418604651	64	108	108	-1
3.02325581395349	65	108	108	-1
3	66	108	108	-1
2.97777777777778	67	108	108	-1
2.95652173913043	68	108	108	-1
3	69	108	108	-1
3.04347826086957	70	108	108	-1
3.02127659574468	71	108	108	-1
3.06382978723404	72	108	108	-1
3.04166666666667	73	108	108	-1
3.02040816326531	74	108	108	-1
3.06122448979592	75	108	108	-1
3.04	76	108	108	-1
3.01960784313726	77	108	108	-1
3	78	108	108	-1
3.03846153846154	79	108	108	-1
3.07692307692308	80	108	108	-1
3.11538461538462	81	108	108	-1
3.15384615384615	82	108	108	-1
3.13207547169811	83	108	108	-1
3.11111111111111	84	108	108	-1
3.14814814814815	85	108	108	-1
3.18518518518519	86	108	108	-1
3.16363636363636	87	108	108	-1
3.14285714285714	88	108	108	-1
3.17857142857143	89	108	108	-1
3.21428571428571	90	108	108	-1
3.19298245614035	91	108	108	-1
3.2280701754386	92	108	108	-1
3.20689655172414	93	108	108	-1
3.1864406779661	94	108	108	-1
3.16666666666667	95	108	108	-1
3.14754098360656	96	108	108	-1
3.12903225806452	97	108	108	-1
3.11111111111111	98	108	108	-1
3.09375	99	108	108	-1
3.07692307692308	100	108	108	-1
3.06060606060606	101	108	108	-1
3.04477611940299	102	108	108	-1
3.07462686567164	103	108	108	-1
3.1044776119403	104	108	108	-1
3.13432835820896	105	108	108	-1
3.16417910447761	106	108	108	-1
3.14705882352941	107	108	108	-1
3.1304347826087	108	108	108	-1
2	1	109	109	-1
2	2	109	109	-1
3	3	109	109	-1
4	4	109	109	-1
5	5	109	109	-1
6	6	109	109	-1
4.66666666666667	7	109	109	-1
4	8	109	109	-1
4.5	9	109	109	-1
4	10	109	109	-1
3.66666666666667	11	109	109	-1
3.42857142857143	12	109	109	-1
3.25	13	109	109	-1
3.11111111111111	14	109	109	-1
3.33333333333333	15	109	109	-1
3.2	16	109	109	-1
3.09090909090909	17	109	109	-1
3.27272727272727	18	109	109	-1
3.16666666666667	19	109	109	-1
3.33333333333333	20	109	109	-1
3.5	21	109	109	-1
3.66666666666667	22	109	109	-1
3.83333333333333	23	109	109	-1
3.69230769230769	24	109	109	-1
3.57142857142857	25	109	109	-1
3.71428571428571	26	109	109	-1
3.6	27	109	109	-1
3.5	28	109	109	-1
3.41176470588235	29	109	109	-1
3.33333333333333	30	109	109	-1
3.26315789473684	31	109	109	-1
3.2	32	109	109	-1
3.3	33	109	109	-1
3.23809523809524	34	109	109	-1
3.18181818181818	35	109	109	-1
3.1304347826087	36	109	109	-1
3.21739130434783	37	109	109	-1
3.16666666666667	38	109	109	-1
3.12	39	109	109	-1
3.2	40	109	109	-1
3.15384615384615	41	109	109	-1
3.23076923076923	42	109	109	-1
3.18518518518519	43	109	109	-1
3.14285714285714	44	109	109	-1
3.21428571428571	45	109	109	-1
3.17241379310345	46	109	109	-1
3.13333333333333	47	109	109	-1
3.09677419354839	48	109	109	-1
3.0625	49	109	109	-1
3.125	50	109	109	-1
3.1875	51	109	109	-1
3.15151515151515	52	109	109	-1
3.11764705882353	53	109	109	-1
3.08571428571429	54	109	109	-1
3.05555555555556	55	109	109	-1
3.11111111111111	56	109	109	-1
3.08108108108108	57	109	109	-1
3.05263157894737	58	109	109	-1
3.02564102564103	59	109	109	-1
3	60	109	109	-1
2.97560975609756	61	109	109	-1
2.95238095238095	62	109	109	-1
2.93023255813954	63	109	109	-1
2.97674418604651	64	109	109	-1
3.02325581395349	65	109	109	-1
3	66	109	109	-1
2.97777777777778	67	109	109	-1
2.95652173913043	68	109	109	-1
3	69	109	109	-1
3.04347826086957	70	109	109	-1
3.02127659574468	71	109	109	-1
3.06382978723404	72	109	109	-1
3.04166666666667	73	109	109	-1
3.02040816326531	74	109	109	-1
3.06122448979592	75	109	109	-1
3.04	76	109	109	-1
3.01960784313726	77	109	109	-1
3	78	109	109	-1
3.03846153846154	79	109	109	-1
3.07692307692308	80	109	109	-1
3.11538461538462	81	109	109	-1
3.15384615384615	82	109	109	-1
3.13207547169811	83	109	109	-1
3.11111111111111	84	109	109	-1
3.14814814814815	85	109	109	-1
3.18518518518519	86	109	109	-1
3.16363636363636	87	109	109	-1
3.14285714285714	88	109	109	-1
3.17857142857143	89	109	109	-1
3.21428571428571	90	109	109	-1
3.19298245614035	91	109	109	-1
3.2280701754386	92	109	109	-1
3.20689655172414	93	109	109	-1
3.1864406779661	94	109	109	-1
3.16666666666667	95	109	109	-1
3.14754098360656	96	109	109	-1
3.12903225806452	97	109	109	-1
3.11111111111111	98	109	109	-1
3.09375	99	109	109	-1
3.07692307692308	100	109	109	-1
3.06060606060606	101	109	109	-1
3.04477611940299	102	109	109	-1
3.07462686567164	103	109	109	-1
3.1044776119403	104	109	109	-1
3.13432835820896	105	109	109	-1
3.16417910447761	106	109	109	-1
3.14705882352941	107	109	109	-1
3.1304347826087	108	109	109	-1
3.11428571428571	109	109	109	-1
2	1	110	110	-1
2	2	110	110	-1
3	3	110	110	-1
4	4	110	110	-1
5	5	110	110	-1
6	6	110	110	-1
4.66666666666667	7	110	110	-1
4	8	110	110	-1
4.5	9	110	110	-1
4	10	110	110	-1
3.66666666666667	11	110	110	-1
3.42857142857143	12	110	110	-1
3.25	13	110	110	-1
3.11111111111111	14	110	110	-1
3.33333333333333	15	110	110	-1
3.2	16	110	110	-1
3.09090909090909	17	110	110	-1
3.27272727272727	18	110	110	-1
3.16666666666667	19	110	110	-1
3.33333333333333	20	110	110	-1
3.5	21	110	110	-1
3.66666666666667	22	110	110	-1
3.83333333333333	23	110	110	-1
3.69230769230769	24	110	110	-1
3.57142857142857	25	110	110	-1
3.71428571428571	26	110	110	-1
3.6	27	110	110	-1
3.5	28	110	110	-1
3.41176470588235	29	110	110	-1
3.33333333333333	30	110	110	-1
3.26315789473684	31	110	110	-1
3.2	32	110	110	-1
3.3	33	110	110	-1
3.23809523809524	34	110	110	-1
3.18181818181818	35	110	110	-1
3.1304347826087	36	110	110	-1
3.21739130434783	37	110	110	-1
3.16666666666667	38	110	110	-1
3.12	39	110	110	-1
3.2	40	110	110	-1
3.15384615384615	41	110	110	-1
3.23076923076923	42	110	110	-1
3.18518518518519	43	110	110	-1
3.14285714285714	44	110	110	-1
3.21428571428571	45	110	110	-1
3.17241379310345	46	110	110	-1
3.13333333333333	47	110	110	-1
3.09677419354839	48	110	110	-1
3.0625	49	110	110	-1
3.125	50	110	110	-1
3.1875	51	110	110	-1
3.15151515151515	52	110	110	-1
3.11764705882353	53	110	110	-1
3.08571428571429	54	110	110	-1
3.05555555555556	55	110	110	-1
3.11111111111111	56	110	110	-1
3.08108108108108	57	110	110	-1
3.05263157894737	58	110	110	-1
3.02564102564103	59	110	110	-1
3	60	110	110	-1
2.97560975609756	61	110	110	-1
2.95238095238095	62	110	110	-1
2.93023255813954	63	110	110	-1
2.97674418604651	64	110	110	-1
3.02325581395349	65	110	110	-1
3	66	110	110	-1
2.97777777777778	67	110	110	-1
2.95652173913043	68	110	110	-1
3	69	110	110	-1
3.04347826086957	70	110	110	-1
3.02127659574468	71	110	110	-1
3.06382978723404	72	110	110	-1
3.04166666666667	73	110	110	-1
3.02040816326531	74	110	110	-1
3.06122448979592	75	110	110	-1
3.04	76	110	110	-1
3.01960784313726	77	110	110	-1
3	78	110	110	-1
3.03846153846154	79	110	110	-1
3.07692307692308	80	110	110	-1
3.11538461538462	81	110	110	-1
3.15384615384615	82	110	110	-1
3.13207547169811	83	110	110	-1
3.11111111111111	84	110	110	-1
3.14814814814815	85	110	110	-1
3.18518518518519	86	110	110	-1
3.16363636363636	87	110	110	-1
3.14285714285714	88	110	110	-1
3.17857142857143	89	110	110	-1
3.21428571428571	90	110	110	-1
3.19298245614035	91	110	110	-1
3.2280701754386	92	110	110	-1
3.20689655172414	93	110	110	-1
3.1864406779661	94	110	110	-1
3.16666666666667	95	110	110	-1
3.14754098360656	96	110	110	-1
3.12903225806452	97	110	110	-1
3.11111111111111	98	110	110	-1
3.09375	99	110	110	-1
3.07692307692308	100	110	110	-1
3.06060606060606	101	110	110	-1
3.04477611940299	102	110	110	-1
3.07462686567164	103	110	110	-1
3.1044776119403	104	110	110	-1
3.13432835820896	105	110	110	-1
3.16417910447761	106	110	110	-1
3.14705882352941	107	110	110	-1
3.1304347826087	108	110	110	-1
3.11428571428571	109	110	110	-1
3.09859154929577	110	110	110	-1
2	1	111	111	-1
2	2	111	111	-1
3	3	111	111	-1
4	4	111	111	-1
5	5	111	111	-1
6	6	111	111	-1
4.66666666666667	7	111	111	-1
4	8	111	111	-1
4.5	9	111	111	-1
4	10	111	111	-1
3.66666666666667	11	111	111	-1
3.42857142857143	12	111	111	-1
3.25	13	111	111	-1
3.11111111111111	14	111	111	-1
3.33333333333333	15	111	111	-1
3.2	16	111	111	-1
3.09090909090909	17	111	111	-1
3.27272727272727	18	111	111	-1
3.16666666666667	19	111	111	-1
3.33333333333333	20	111	111	-1
3.5	21	111	111	-1
3.66666666666667	22	111	111	-1
3.83333333333333	23	111	111	-1
3.69230769230769	24	111	111	-1
3.57142857142857	25	111	111	-1
3.71428571428571	26	111	111	-1
3.6	27	111	111	-1
3.5	28	111	111	-1
3.41176470588235	29	111	111	-1
3.33333333333333	30	111	111	-1
3.26315789473684	31	111	111	-1
3.2	32	111	111	-1
3.3	33	111	111	-1
3.23809523809524	34	111	111	-1
3.18181818181818	35	111	111	-1
3.1304347826087	36	111	111	-1
3.21739130434783	37	111	111	-1
3.16666666666667	38	111	111	-1
3.12	39	111	111	-1
3.2	40	111	111	-1
3.15384615384615	41	111	111	-1
3.23076923076923	42	111	111	-1
3.18518518518519	43	111	111	-1
3.14285714285714	44	111	111	-1
3.21428571428571	45	111	111	-1
3.17241379310345	46	111	111	-1
3.13333333333333	47	111	111	-1
3.09677419354839	48	111	111	-1
3.0625	49	111	111	-1
3.125	50	111	111	-1
3.1875	51	111	111	-1
3.15151515151515	52	111	111	-1
3.11764705882353	53	111	111	-1
3.08571428571429	54	111	111	-1
3.05555555555556	55	111	111	-1
3.11111111111111	56	111	111	-1
3.08108108108108	57	111	111	-1
3.05263157894737	58	111	111	-1
3.02564102564103	59	111	111	-1
3	60	111	111	-1
2.97560975609756	61	111	111	-1
2.95238095238095	62	111	111	-1
2.93023255813954	63	111	111	-1
2.97674418604651	64	111	111	-1
3.02325581395349	65	111	111	-1
3	66	111	111	-1
2.97777777777778	67	111	111	-1
2.95652173913043	68	111	111	-1
3	69	111	111	-1
3.04347826086957	70	111	111	-1
3.02127659574468	71	111	111	-1
3.06382978723404	72	111	111	-1
3.04166666666667	73	111	111	-1
3.02040816326531	74	111	111	-1
3.06122448979592	75	111	111	-1
3.04	76	111	111	-1
3.01960784313726	77	111	111	-1
3	78	111	111	-1
3.03846153846154	79	111	111	-1
3.07692307692308	80	111	111	-1
3.11538461538462	81	111	111	-1
3.15384615384615	82	111	111	-1
3.13207547169811	83	111	111	-1
3.11111111111111	84	111	111	-1
3.14814814814815	85	111	111	-1
3.18518518518519	86	111	111	-1
3.16363636363636	87	111	111	-1
3.14285714285714	88	111	111	-1
3.17857142857143	89	111	111	-1
3.21428571428571	90	111	111	-1
3.19298245614035	91	111	111	-1
3.2280701754386	92	111	111	-1
3.20689655172414	93	111	111	-1
3.1864406779661	94	111	111	-1
3.16666666666667	95	111	111	-1
3.14754098360656	96	111	111	-1
3.12903225806452	97	111	111	-1
3.11111111111111	98	111	111	-1
3.09375	99	111	111	-1
3.07692307692308	100	111	111	-1
3.06060606060606	101	111	111	-1
3.04477611940299	102	111	111	-1
3.07462686567164	103	111	111	-1
3.1044776119403	104	111	111	-1
3.13432835820896	105	111	111	-1
3.16417910447761	106	111	111	-1
3.14705882352941	107	111	111	-1
3.1304347826087	108	111	111	-1
3.11428571428571	109	111	111	-1
3.09859154929577	110	111	111	-1
3.08333333333333	111	111	111	-1
2	1	112	112	-1
2	2	112	112	-1
3	3	112	112	-1
4	4	112	112	-1
5	5	112	112	-1
6	6	112	112	-1
4.66666666666667	7	112	112	-1
4	8	112	112	-1
4.5	9	112	112	-1
4	10	112	112	-1
3.66666666666667	11	112	112	-1
3.42857142857143	12	112	112	-1
3.25	13	112	112	-1
3.11111111111111	14	112	112	-1
3.33333333333333	15	112	112	-1
3.2	16	112	112	-1
3.09090909090909	17	112	112	-1
3.27272727272727	18	112	112	-1
3.16666666666667	19	112	112	-1
3.33333333333333	20	112	112	-1
3.5	21	112	112	-1
3.66666666666667	22	112	112	-1
3.83333333333333	23	112	112	-1
3.69230769230769	24	112	112	-1
3.57142857142857	25	112	112	-1
3.71428571428571	26	112	112	-1
3.6	27	112	112	-1
3.5	28	112	112	-1
3.41176470588235	29	112	112	-1
3.33333333333333	30	112	112	-1
3.26315789473684	31	112	112	-1
3.2	32	112	112	-1
3.3	33	112	112	-1
3.23809523809524	34	112	112	-1
3.18181818181818	35	112	112	-1
3.1304347826087	36	112	112	-1
3.21739130434783	37	112	112	-1
3.16666666666667	38	112	112	-1
3.12	39	112	112	-1
3.2	40	112	112	-1
3.15384615384615	41	112	112	-1
3.23076923076923	42	112	112	-1
3.18518518518519	43	112	112	-1
3.14285714285714	44	112	112	-1
3.21428571428571	45	112	112	-1
3.17241379310345	46	112	112	-1
3.13333333333333	47	112	112	-1
3.09677419354839	48	112	112	-1
3.0625	49	112	112	-1
3.125	50	112	112	-1
3.1875	51	112	112	-1
3.15151515151515	52	112	112	-1
3.11764705882353	53	112	112	-1
3.08571428571429	54	112	112	-1
3.05555555555556	55	112	112	-1
3.11111111111111	56	112	112	-1
3.08108108108108	57	112	112	-1
3.05263157894737	58	112	112	-1
3.02564102564103	59	112	112	-1
3	60	112	112	-1
2.97560975609756	61	112	112	-1
2.95238095238095	62	112	112	-1
2.93023255813954	63	112	112	-1
2.97674418604651	64	112	112	-1
3.02325581395349	65	112	112	-1
3	66	112	112	-1
2.97777777777778	67	112	112	-1
2.95652173913043	68	112	112	-1
3	69	112	112	-1
3.04347826086957	70	112	112	-1
3.02127659574468	71	112	112	-1
3.06382978723404	72	112	112	-1
3.04166666666667	73	112	112	-1
3.02040816326531	74	112	112	-1
3.06122448979592	75	112	112	-1
3.04	76	112	112	-1
3.01960784313726	77	112	112	-1
3	78	112	112	-1
3.03846153846154	79	112	112	-1
3.07692307692308	80	112	112	-1
3.11538461538462	81	112	112	-1
3.15384615384615	82	112	112	-1
3.13207547169811	83	112	112	-1
3.11111111111111	84	112	112	-1
3.14814814814815	85	112	112	-1
3.18518518518519	86	112	112	-1
3.16363636363636	87	112	112	-1
3.14285714285714	88	112	112	-1
3.17857142857143	89	112	112	-1
3.21428571428571	90	112	112	-1
3.19298245614035	91	112	112	-1
3.2280701754386	92	112	112	-1
3.20689655172414	93	112	112	-1
3.1864406779661	94	112	112	-1
3.16666666666667	95	112	112	-1
3.14754098360656	96	112	112	-1
3.12903225806452	97	112	112	-1
3.11111111111111	98	112	112	-1
3.09375	99	112	112	-1
3.07692307692308	100	112	112	-1
3.06060606060606	101	112	112	-1
3.04477611940299	102	112	112	-1
3.07462686567164	103	112	112	-1
3.1044776119403	104	112	112	-1
3.13432835820896	105	112	112	-1
3.16417910447761	106	112	112	-1
3.14705882352941	107	112	112	-1
3.1304347826087	108	112	112	-1
3.11428571428571	109	112	112	-1
3.09859154929577	110	112	112	-1
3.08333333333333	111	112	112	-1
3.06849315068493	112	112	112	-1
2	1	113	113	-1
2	2	113	113	-1
3	3	113	113	-1
4	4	113	113	-1
5	5	113	113	-1
6	6	113	113	-1
4.66666666666667	7	113	113	-1
4	8	113	113	-1
4.5	9	113	113	-1
4	10	113	113	-1
3.66666666666667	11	113	113	-1
3.42857142857143	12	113	113	-1
3.25	13	113	113	-1
3.11111111111111	14	113	113	-1
3.33333333333333	15	113	113	-1
3.2	16	113	113	-1
3.09090909090909	17	113	113	-1
3.27272727272727	18	113	113	-1
3.16666666666667	19	113	113	-1
3.33333333333333	20	113	113	-1
3.5	21	113	113	-1
3.66666666666667	22	113	113	-1
3.83333333333333	23	113	113	-1
3.69230769230769	24	113	113	-1
3.57142857142857	25	113	113	-1
3.71428571428571	26	113	113	-1
3.6	27	113	113	-1
3.5	28	113	113	-1
3.41176470588235	29	113	113	-1
3.33333333333333	30	113	113	-1
3.26315789473684	31	113	113	-1
3.2	32	113	113	-1
3.3	33	113	113	-1
3.23809523809524	34	113	113	-1
3.18181818181818	35	113	113	-1
3.1304347826087	36	113	113	-1
3.21739130434783	37	113	113	-1
3.16666666666667	38	113	113	-1
3.12	39	113	113	-1
3.2	40	113	113	-1
3.15384615384615	41	113	113	-1
3.23076923076923	42	113	113	-1
3.18518518518519	43	113	113	-1
3.14285714285714	44	113	113	-1
3.21428571428571	45	113	113	-1
3.17241379310345	46	113	113	-1
3.13333333333333	47	113	113	-1
3.09677419354839	48	113	113	-1
3.0625	49	113	113	-1
3.125	50	113	113	-1
3.1875	51	113	113	-1
3.15151515151515	52	113	113	-1
3.11764705882353	53	113	113	-1
3.08571428571429	54	113	113	-1
3.05555555555556	55	113	113	-1
3.11111111111111	56	113	113	-1
3.08108108108108	57	113	113	-1
3.05263157894737	58	113	113	-1
3.02564102564103	59	113	113	-1
3	60	113	113	-1
2.97560975609756	61	113	113	-1
2.95238095238095	62	113	113	-1
2.93023255813954	63	113	113	-1
2.97674418604651	64	113	113	-1
3.02325581395349	65	113	113	-1
3	66	113	113	-1
2.97777777777778	67	113	113	-1
2.95652173913043	68	113	113	-1
3	69	113	113	-1
3.04347826086957	70	113	113	-1
3.02127659574468	71	113	113	-1
3.06382978723404	72	113	113	-1
3.04166666666667	73	113	113	-1
3.02040816326531	74	113	113	-1
3.06122448979592	75	113	113	-1
3.04	76	113	113	-1
3.01960784313726	77	113	113	-1
3	78	113	113	-1
3.03846153846154	79	113	113	-1
3.07692307692308	80	113	113	-1
3.11538461538462	81	113	113	-1
3.15384615384615	82	113	113	-1
3.13207547169811	83	113	113	-1
3.11111111111111	84	113	113	-1
3.14814814814815	85	113	113	-1
3.18518518518519	86	113	113	-1
3.16363636363636	87	113	113	-1
3.14285714285714	88	113	113	-1
3.17857142857143	89	113	113	-1
3.21428571428571	90	113	113	-1
3.19298245614035	91	113	113	-1
3.2280701754386	92	113	113	-1
3.20689655172414	93	113	113	-1
3.1864406779661	94	113	113	-1
3.16666666666667	95	113	113	-1
3.14754098360656	96	113	113	-1
3.12903225806452	97	113	113	-1
3.11111111111111	98	113	113	-1
3.09375	99	113	113	-1
3.07692307692308	100	113	113	-1
3.06060606060606	101	113	113	-1
3.04477611940299	102	113	113	-1
3.07462686567164	103	113	113	-1
3.1044776119403	104	113	113	-1
3.13432835820896	105	113	113	-1
3.16417910447761	106	113	113	-1
3.14705882352941	107	113	113	-1
3.1304347826087	108	113	113	-1
3.11428571428571	109	113	113	-1
3.09859154929577	110	113	113	-1
3.08333333333333	111	113	113	-1
3.06849315068493	112	113	113	-1
3.0958904109589	113	113	113	-1
2	1	114	114	-1
2	2	114	114	-1
3	3	114	114	-1
4	4	114	114	-1
5	5	114	114	-1
6	6	114	114	-1
4.66666666666667	7	114	114	-1
4	8	114	114	-1
4.5	9	114	114	-1
4	10	114	114	-1
3.66666666666667	11	114	114	-1
3.42857142857143	12	114	114	-1
3.25	13	114	114	-1
3.11111111111111	14	114	114	-1
3.33333333333333	15	114	114	-1
3.2	16	114	114	-1
3.09090909090909	17	114	114	-1
3.27272727272727	18	114	114	-1
3.16666666666667	19	114	114	-1
3.33333333333333	20	114	114	-1
3.5	21	114	114	-1
3.66666666666667	22	114	114	-1
3.83333333333333	23	114	114	-1
3.69230769230769	24	114	114	-1
3.57142857142857	25	114	114	-1
3.71428571428571	26	114	114	-1
3.6	27	114	114	-1
3.5	28	114	114	-1
3.41176470588235	29	114	114	-1
3.33333333333333	30	114	114	-1
3.26315789473684	31	114	114	-1
3.2	32	114	114	-1
3.3	33	114	114	-1
3.23809523809524	34	114	114	-1
3.18181818181818	35	114	114	-1
3.1304347826087	36	114	114	-1
3.21739130434783	37	114	114	-1
3.16666666666667	38	114	114	-1
3.12	39	114	114	-1
3.2	40	114	114	-1
3.15384615384615	41	114	114	-1
3.23076923076923	42	114	114	-1
3.18518518518519	43	114	114	-1
3.14285714285714	44	114	114	-1
3.21428571428571	45	114	114	-1
3.17241379310345	46	114	114	-1
3.13333333333333	47	114	114	-1
3.09677419354839	48	114	114	-1
3.0625	49	114	114	-1
3.125	50	114	114	-1
3.1875	51	114	114	-1
3.15151515151515	52	114	114	-1
3.11764705882353	53	114	114	-1
3.08571428571429	54	114	114	-1
3.05555555555556	55	114	114	-1
3.11111111111111	56	114	114	-1
3.08108108108108	57	114	114	-1
3.05263157894737	58	114	114	-1
3.02564102564103	59	114	114	-1
3	60	114	114	-1
2.97560975609756	61	114	114	-1
2.95238095238095	62	114	114	-1
2.93023255813954	63	114	114	-1
2.97674418604651	64	114	114	-1
3.02325581395349	65	114	114	-1
3	66	114	114	-1
2.97777777777778	67	114	114	-1
2.95652173913043	68	114	114	-1
3	69	114	114	-1
3.04347826086957	70	114	114	-1
3.02127659574468	71	114	114	-1
3.06382978723404	72	114	114	-1
3.04166666666667	73	114	114	-1
3.02040816326531	74	114	114	-1
3.06122448979592	75	114	114	-1
3.04	76	114	114	-1
3.01960784313726	77	114	114	-1
3	78	114	114	-1
3.03846153846154	79	114	114	-1
3.07692307692308	80	114	114	-1
3.11538461538462	81	114	114	-1
3.15384615384615	82	114	114	-1
3.13207547169811	83	114	114	-1
3.11111111111111	84	114	114	-1
3.14814814814815	85	114	114	-1
3.18518518518519	86	114	114	-1
3.16363636363636	87	114	114	-1
3.14285714285714	88	114	114	-1
3.17857142857143	89	114	114	-1
3.21428571428571	90	114	114	-1
3.19298245614035	91	114	114	-1
3.2280701754386	92	114	114	-1
3.20689655172414	93	114	114	-1
3.1864406779661	94	114	114	-1
3.16666666666667	95	114	114	-1
3.14754098360656	96	114	114	-1
3.12903225806452	97	114	114	-1
3.11111111111111	98	114	114	-1
3.09375	99	114	114	-1
3.07692307692308	100	114	114	-1
3.06060606060606	101	114	114	-1
3.04477611940299	102	114	114	-1
3.07462686567164	103	114	114	-1
3.1044776119403	104	114	114	-1
3.13432835820896	105	114	114	-1
3.16417910447761	106	114	114	-1
3.14705882352941	107	114	114	-1
3.1304347826087	108	114	114	-1
3.11428571428571	109	114	114	-1
3.09859154929577	110	114	114	-1
3.08333333333333	111	114	114	-1
3.06849315068493	112	114	114	-1
3.0958904109589	113	114	114	-1
3.08108108108108	114	114	114	-1
2	1	115	115	-1
2	2	115	115	-1
3	3	115	115	-1
4	4	115	115	-1
5	5	115	115	-1
6	6	115	115	-1
4.66666666666667	7	115	115	-1
4	8	115	115	-1
4.5	9	115	115	-1
4	10	115	115	-1
3.66666666666667	11	115	115	-1
3.42857142857143	12	115	115	-1
3.25	13	115	115	-1
3.11111111111111	14	115	115	-1
3.33333333333333	15	115	115	-1
3.2	16	115	115	-1
3.09090909090909	17	115	115	-1
3.27272727272727	18	115	115	-1
3.16666666666667	19	115	115	-1
3.33333333333333	20	115	115	-1
3.5	21	115	115	-1
3.66666666666667	22	115	115	-1
3.83333333333333	23	115	115	-1
3.69230769230769	24	115	115	-1
3.57142857142857	25	115	115	-1
3.71428571428571	26	115	115	-1
3.6	27	115	115	-1
3.5	28	115	115	-1
3.41176470588235	29	115	115	-1
3.33333333333333	30	115	115	-1
3.26315789473684	31	115	115	-1
3.2	32	115	115	-1
3.3	33	115	115	-1
3.23809523809524	34	115	115	-1
3.18181818181818	35	115	115	-1
3.1304347826087	36	115	115	-1
3.21739130434783	37	115	115	-1
3.16666666666667	38	115	115	-1
3.12	39	115	115	-1
3.2	40	115	115	-1
3.15384615384615	41	115	115	-1
3.23076923076923	42	115	115	-1
3.18518518518519	43	115	115	-1
3.14285714285714	44	115	115	-1
3.21428571428571	45	115	115	-1
3.17241379310345	46	115	115	-1
3.13333333333333	47	115	115	-1
3.09677419354839	48	115	115	-1
3.0625	49	115	115	-1
3.125	50	115	115	-1
3.1875	51	115	115	-1
3.15151515151515	52	115	115	-1
3.11764705882353	53	115	115	-1
3.08571428571429	54	115	115	-1
3.05555555555556	55	115	115	-1
3.11111111111111	56	115	115	-1
3.08108108108108	57	115	115	-1
3.05263157894737	58	115	115	-1
3.02564102564103	59	115	115	-1
3	60	115	115	-1
2.97560975609756	61	115	115	-1
2.95238095238095	62	115	115	-1
2.93023255813954	63	115	115	-1
2.97674418604651	64	115	115	-1
3.02325581395349	65	115	115	-1
3	66	115	115	-1
2.97777777777778	67	115	115	-1
2.95652173913043	68	115	115	-1
3	69	115	115	-1
3.04347826086957	70	115	115	-1
3.02127659574468	71	115	115	-1
3.06382978723404	72	115	115	-1
3.04166666666667	73	115	115	-1
3.02040816326531	74	115	115	-1
3.06122448979592	75	115	115	-1
3.04	76	115	115	-1
3.01960784313726	77	115	115	-1
3	78	115	115	-1
3.03846153846154	79	115	115	-1
3.07692307692308	80	115	115	-1
3.11538461538462	81	115	115	-1
3.15384615384615	82	115	115	-1
3.13207547169811	83	115	115	-1
3.11111111111111	84	115	115	-1
3.14814814814815	85	115	115	-1
3.18518518518519	86	115	115	-1
3.16363636363636	87	115	115	-1
3.14285714285714	88	115	115	-1
3.17857142857143	89	115	115	-1
3.21428571428571	90	115	115	-1
3.19298245614035	91	115	115	-1
3.2280701754386	92	115	115	-1
3.20689655172414	93	115	115	-1
3.1864406779661	94	115	115	-1
3.16666666666667	95	115	115	-1
3.14754098360656	96	115	115	-1
3.12903225806452	97	115	115	-1
3.11111111111111	98	115	115	-1
3.09375	99	115	115	-1
3.07692307692308	100	115	115	-1
3.06060606060606	101	115	115	-1
3.04477611940299	102	115	115	-1
3.07462686567164	103	115	115	-1
3.1044776119403	104	115	115	-1
3.13432835820896	105	115	115	-1
3.16417910447761	106	115	115	-1
3.14705882352941	107	115	115	-1
3.1304347826087	108	115	115	-1
3.11428571428571	109	115	115	-1
