y	x	key	showSelected1	group
2.93023255813954	63	138	138	-1
2.97674418604651	64	138	138	-1
3.02325581395349	65	138	138	-1
3	66	138	138	-1
2.97777777777778	67	138	138	-1
2.95652173913043	68	138	138	-1
3	69	138	138	-1
3.04347826086957	70	138	138	-1
3.02127659574468	71	138	138	-1
3.06382978723404	72	138	138	-1
3.04166666666667	73	138	138	-1
3.02040816326531	74	138	138	-1
3.06122448979592	75	138	138	-1
3.04	76	138	138	-1
3.01960784313726	77	138	138	-1
3	78	138	138	-1
3.03846153846154	79	138	138	-1
3.07692307692308	80	138	138	-1
3.11538461538462	81	138	138	-1
3.15384615384615	82	138	138	-1
3.13207547169811	83	138	138	-1
3.11111111111111	84	138	138	-1
3.14814814814815	85	138	138	-1
3.18518518518519	86	138	138	-1
3.16363636363636	87	138	138	-1
3.14285714285714	88	138	138	-1
3.17857142857143	89	138	138	-1
3.21428571428571	90	138	138	-1
3.19298245614035	91	138	138	-1
3.2280701754386	92	138	138	-1
3.20689655172414	93	138	138	-1
3.1864406779661	94	138	138	-1
3.16666666666667	95	138	138	-1
3.14754098360656	96	138	138	-1
3.12903225806452	97	138	138	-1
3.11111111111111	98	138	138	-1
3.09375	99	138	138	-1
3.07692307692308	100	138	138	-1
3.06060606060606	101	138	138	-1
3.04477611940299	102	138	138	-1
3.07462686567164	103	138	138	-1
3.1044776119403	104	138	138	-1
3.13432835820896	105	138	138	-1
3.16417910447761	106	138	138	-1
3.14705882352941	107	138	138	-1
3.1304347826087	108	138	138	-1
3.11428571428571	109	138	138	-1
3.09859154929577	110	138	138	-1
3.08333333333333	111	138	138	-1
3.06849315068493	112	138	138	-1
3.0958904109589	113	138	138	-1
3.08108108108108	114	138	138	-1
3.10810810810811	115	138	138	-1
3.13513513513514	116	138	138	-1
3.12	117	138	138	-1
3.10526315789474	118	138	138	-1
3.13157894736842	119	138	138	-1
3.11688311688312	120	138	138	-1
3.14285714285714	121	138	138	-1
3.12820512820513	122	138	138	-1
3.11392405063291	123	138	138	-1
3.13924050632911	124	138	138	-1
3.125	125	138	138	-1
3.11111111111111	126	138	138	-1
3.09756097560976	127	138	138	-1
3.08433734939759	128	138	138	-1
3.10843373493976	129	138	138	-1
3.0952380952381	130	138	138	-1
3.08235294117647	131	138	138	-1
3.06976744186047	132	138	138	-1
3.09302325581395	133	138	138	-1
3.08045977011494	134	138	138	-1
3.06818181818182	135	138	138	-1
3.0561797752809	136	138	138	-1
3.04444444444444	137	138	138	-1
3.03296703296703	138	138	138	-1
2	1	139	139	-1
2	2	139	139	-1
3	3	139	139	-1
4	4	139	139	-1
5	5	139	139	-1
6	6	139	139	-1
4.66666666666667	7	139	139	-1
4	8	139	139	-1
4.5	9	139	139	-1
4	10	139	139	-1
3.66666666666667	11	139	139	-1
3.42857142857143	12	139	139	-1
3.25	13	139	139	-1
3.11111111111111	14	139	139	-1
3.33333333333333	15	139	139	-1
3.2	16	139	139	-1
3.09090909090909	17	139	139	-1
3.27272727272727	18	139	139	-1
3.16666666666667	19	139	139	-1
3.33333333333333	20	139	139	-1
3.5	21	139	139	-1
3.66666666666667	22	139	139	-1
3.83333333333333	23	139	139	-1
3.69230769230769	24	139	139	-1
3.57142857142857	25	139	139	-1
3.71428571428571	26	139	139	-1
3.6	27	139	139	-1
3.5	28	139	139	-1
3.41176470588235	29	139	139	-1
3.33333333333333	30	139	139	-1
3.26315789473684	31	139	139	-1
3.2	32	139	139	-1
3.3	33	139	139	-1
3.23809523809524	34	139	139	-1
3.18181818181818	35	139	139	-1
3.1304347826087	36	139	139	-1
3.21739130434783	37	139	139	-1
3.16666666666667	38	139	139	-1
3.12	39	139	139	-1
3.2	40	139	139	-1
3.15384615384615	41	139	139	-1
3.23076923076923	42	139	139	-1
3.18518518518519	43	139	139	-1
3.14285714285714	44	139	139	-1
3.21428571428571	45	139	139	-1
3.17241379310345	46	139	139	-1
3.13333333333333	47	139	139	-1
3.09677419354839	48	139	139	-1
3.0625	49	139	139	-1
3.125	50	139	139	-1
3.1875	51	139	139	-1
3.15151515151515	52	139	139	-1
3.11764705882353	53	139	139	-1
3.08571428571429	54	139	139	-1
3.05555555555556	55	139	139	-1
3.11111111111111	56	139	139	-1
3.08108108108108	57	139	139	-1
3.05263157894737	58	139	139	-1
3.02564102564103	59	139	139	-1
3	60	139	139	-1
2.97560975609756	61	139	139	-1
2.95238095238095	62	139	139	-1
2.93023255813954	63	139	139	-1
2.97674418604651	64	139	139	-1
3.02325581395349	65	139	139	-1
3	66	139	139	-1
2.97777777777778	67	139	139	-1
2.95652173913043	68	139	139	-1
3	69	139	139	-1
3.04347826086957	70	139	139	-1
3.02127659574468	71	139	139	-1
3.06382978723404	72	139	139	-1
3.04166666666667	73	139	139	-1
3.02040816326531	74	139	139	-1
3.06122448979592	75	139	139	-1
3.04	76	139	139	-1
3.01960784313726	77	139	139	-1
3	78	139	139	-1
3.03846153846154	79	139	139	-1
3.07692307692308	80	139	139	-1
3.11538461538462	81	139	139	-1
3.15384615384615	82	139	139	-1
3.13207547169811	83	139	139	-1
3.11111111111111	84	139	139	-1
3.14814814814815	85	139	139	-1
3.18518518518519	86	139	139	-1
3.16363636363636	87	139	139	-1
3.14285714285714	88	139	139	-1
3.17857142857143	89	139	139	-1
3.21428571428571	90	139	139	-1
3.19298245614035	91	139	139	-1
3.2280701754386	92	139	139	-1
3.20689655172414	93	139	139	-1
3.1864406779661	94	139	139	-1
3.16666666666667	95	139	139	-1
3.14754098360656	96	139	139	-1
3.12903225806452	97	139	139	-1
3.11111111111111	98	139	139	-1
3.09375	99	139	139	-1
3.07692307692308	100	139	139	-1
3.06060606060606	101	139	139	-1
3.04477611940299	102	139	139	-1
3.07462686567164	103	139	139	-1
3.1044776119403	104	139	139	-1
3.13432835820896	105	139	139	-1
3.16417910447761	106	139	139	-1
3.14705882352941	107	139	139	-1
3.1304347826087	108	139	139	-1
3.11428571428571	109	139	139	-1
3.09859154929577	110	139	139	-1
3.08333333333333	111	139	139	-1
3.06849315068493	112	139	139	-1
3.0958904109589	113	139	139	-1
3.08108108108108	114	139	139	-1
3.10810810810811	115	139	139	-1
3.13513513513514	116	139	139	-1
3.12	117	139	139	-1
3.10526315789474	118	139	139	-1
3.13157894736842	119	139	139	-1
3.11688311688312	120	139	139	-1
3.14285714285714	121	139	139	-1
3.12820512820513	122	139	139	-1
3.11392405063291	123	139	139	-1
3.13924050632911	124	139	139	-1
3.125	125	139	139	-1
3.11111111111111	126	139	139	-1
3.09756097560976	127	139	139	-1
3.08433734939759	128	139	139	-1
3.10843373493976	129	139	139	-1
3.0952380952381	130	139	139	-1
3.08235294117647	131	139	139	-1
3.06976744186047	132	139	139	-1
3.09302325581395	133	139	139	-1
3.08045977011494	134	139	139	-1
3.06818181818182	135	139	139	-1
3.0561797752809	136	139	139	-1
3.04444444444444	137	139	139	-1
3.03296703296703	138	139	139	-1
3.05494505494505	139	139	139	-1
2	1	140	140	-1
2	2	140	140	-1
3	3	140	140	-1
4	4	140	140	-1
5	5	140	140	-1
6	6	140	140	-1
4.66666666666667	7	140	140	-1
4	8	140	140	-1
4.5	9	140	140	-1
4	10	140	140	-1
3.66666666666667	11	140	140	-1
3.42857142857143	12	140	140	-1
3.25	13	140	140	-1
3.11111111111111	14	140	140	-1
3.33333333333333	15	140	140	-1
3.2	16	140	140	-1
3.09090909090909	17	140	140	-1
3.27272727272727	18	140	140	-1
3.16666666666667	19	140	140	-1
3.33333333333333	20	140	140	-1
3.5	21	140	140	-1
3.66666666666667	22	140	140	-1
3.83333333333333	23	140	140	-1
3.69230769230769	24	140	140	-1
3.57142857142857	25	140	140	-1
3.71428571428571	26	140	140	-1
3.6	27	140	140	-1
3.5	28	140	140	-1
3.41176470588235	29	140	140	-1
3.33333333333333	30	140	140	-1
3.26315789473684	31	140	140	-1
3.2	32	140	140	-1
3.3	33	140	140	-1
3.23809523809524	34	140	140	-1
3.18181818181818	35	140	140	-1
3.1304347826087	36	140	140	-1
3.21739130434783	37	140	140	-1
3.16666666666667	38	140	140	-1
3.12	39	140	140	-1
3.2	40	140	140	-1
3.15384615384615	41	140	140	-1
3.23076923076923	42	140	140	-1
3.18518518518519	43	140	140	-1
3.14285714285714	44	140	140	-1
3.21428571428571	45	140	140	-1
3.17241379310345	46	140	140	-1
3.13333333333333	47	140	140	-1
3.09677419354839	48	140	140	-1
3.0625	49	140	140	-1
3.125	50	140	140	-1
3.1875	51	140	140	-1
3.15151515151515	52	140	140	-1
3.11764705882353	53	140	140	-1
3.08571428571429	54	140	140	-1
3.05555555555556	55	140	140	-1
3.11111111111111	56	140	140	-1
3.08108108108108	57	140	140	-1
3.05263157894737	58	140	140	-1
3.02564102564103	59	140	140	-1
3	60	140	140	-1
2.97560975609756	61	140	140	-1
2.95238095238095	62	140	140	-1
2.93023255813954	63	140	140	-1
2.97674418604651	64	140	140	-1
3.02325581395349	65	140	140	-1
3	66	140	140	-1
2.97777777777778	67	140	140	-1
2.95652173913043	68	140	140	-1
3	69	140	140	-1
3.04347826086957	70	140	140	-1
3.02127659574468	71	140	140	-1
3.06382978723404	72	140	140	-1
3.04166666666667	73	140	140	-1
3.02040816326531	74	140	140	-1
3.06122448979592	75	140	140	-1
3.04	76	140	140	-1
3.01960784313726	77	140	140	-1
3	78	140	140	-1
3.03846153846154	79	140	140	-1
3.07692307692308	80	140	140	-1
3.11538461538462	81	140	140	-1
3.15384615384615	82	140	140	-1
3.13207547169811	83	140	140	-1
3.11111111111111	84	140	140	-1
3.14814814814815	85	140	140	-1
3.18518518518519	86	140	140	-1
3.16363636363636	87	140	140	-1
3.14285714285714	88	140	140	-1
3.17857142857143	89	140	140	-1
3.21428571428571	90	140	140	-1
3.19298245614035	91	140	140	-1
3.2280701754386	92	140	140	-1
3.20689655172414	93	140	140	-1
3.1864406779661	94	140	140	-1
3.16666666666667	95	140	140	-1
3.14754098360656	96	140	140	-1
3.12903225806452	97	140	140	-1
3.11111111111111	98	140	140	-1
3.09375	99	140	140	-1
3.07692307692308	100	140	140	-1
3.06060606060606	101	140	140	-1
3.04477611940299	102	140	140	-1
3.07462686567164	103	140	140	-1
3.1044776119403	104	140	140	-1
3.13432835820896	105	140	140	-1
3.16417910447761	106	140	140	-1
3.14705882352941	107	140	140	-1
3.1304347826087	108	140	140	-1
3.11428571428571	109	140	140	-1
3.09859154929577	110	140	140	-1
3.08333333333333	111	140	140	-1
3.06849315068493	112	140	140	-1
3.0958904109589	113	140	140	-1
3.08108108108108	114	140	140	-1
3.10810810810811	115	140	140	-1
3.13513513513514	116	140	140	-1
3.12	117	140	140	-1
3.10526315789474	118	140	140	-1
3.13157894736842	119	140	140	-1
3.11688311688312	120	140	140	-1
3.14285714285714	121	140	140	-1
3.12820512820513	122	140	140	-1
3.11392405063291	123	140	140	-1
3.13924050632911	124	140	140	-1
3.125	125	140	140	-1
3.11111111111111	126	140	140	-1
3.09756097560976	127	140	140	-1
3.08433734939759	128	140	140	-1
3.10843373493976	129	140	140	-1
3.0952380952381	130	140	140	-1
3.08235294117647	131	140	140	-1
3.06976744186047	132	140	140	-1
3.09302325581395	133	140	140	-1
3.08045977011494	134	140	140	-1
3.06818181818182	135	140	140	-1
3.0561797752809	136	140	140	-1
3.04444444444444	137	140	140	-1
3.03296703296703	138	140	140	-1
3.05494505494505	139	140	140	-1
3.07692307692308	140	140	140	-1
2	1	141	141	-1
2	2	141	141	-1
3	3	141	141	-1
4	4	141	141	-1
5	5	141	141	-1
6	6	141	141	-1
4.66666666666667	7	141	141	-1
4	8	141	141	-1
4.5	9	141	141	-1
4	10	141	141	-1
3.66666666666667	11	141	141	-1
3.42857142857143	12	141	141	-1
3.25	13	141	141	-1
3.11111111111111	14	141	141	-1
3.33333333333333	15	141	141	-1
3.2	16	141	141	-1
3.09090909090909	17	141	141	-1
3.27272727272727	18	141	141	-1
3.16666666666667	19	141	141	-1
3.33333333333333	20	141	141	-1
3.5	21	141	141	-1
3.66666666666667	22	141	141	-1
3.83333333333333	23	141	141	-1
3.69230769230769	24	141	141	-1
3.57142857142857	25	141	141	-1
3.71428571428571	26	141	141	-1
3.6	27	141	141	-1
3.5	28	141	141	-1
3.41176470588235	29	141	141	-1
3.33333333333333	30	141	141	-1
3.26315789473684	31	141	141	-1
3.2	32	141	141	-1
3.3	33	141	141	-1
3.23809523809524	34	141	141	-1
3.18181818181818	35	141	141	-1
3.1304347826087	36	141	141	-1
3.21739130434783	37	141	141	-1
3.16666666666667	38	141	141	-1
3.12	39	141	141	-1
3.2	40	141	141	-1
3.15384615384615	41	141	141	-1
3.23076923076923	42	141	141	-1
3.18518518518519	43	141	141	-1
3.14285714285714	44	141	141	-1
3.21428571428571	45	141	141	-1
3.17241379310345	46	141	141	-1
3.13333333333333	47	141	141	-1
3.09677419354839	48	141	141	-1
3.0625	49	141	141	-1
3.125	50	141	141	-1
3.1875	51	141	141	-1
3.15151515151515	52	141	141	-1
3.11764705882353	53	141	141	-1
3.08571428571429	54	141	141	-1
3.05555555555556	55	141	141	-1
3.11111111111111	56	141	141	-1
3.08108108108108	57	141	141	-1
3.05263157894737	58	141	141	-1
3.02564102564103	59	141	141	-1
3	60	141	141	-1
2.97560975609756	61	141	141	-1
2.95238095238095	62	141	141	-1
2.93023255813954	63	141	141	-1
2.97674418604651	64	141	141	-1
3.02325581395349	65	141	141	-1
3	66	141	141	-1
2.97777777777778	67	141	141	-1
2.95652173913043	68	141	141	-1
3	69	141	141	-1
3.04347826086957	70	141	141	-1
3.02127659574468	71	141	141	-1
3.06382978723404	72	141	141	-1
3.04166666666667	73	141	141	-1
3.02040816326531	74	141	141	-1
3.06122448979592	75	141	141	-1
3.04	76	141	141	-1
3.01960784313726	77	141	141	-1
3	78	141	141	-1
3.03846153846154	79	141	141	-1
3.07692307692308	80	141	141	-1
3.11538461538462	81	141	141	-1
3.15384615384615	82	141	141	-1
3.13207547169811	83	141	141	-1
3.11111111111111	84	141	141	-1
3.14814814814815	85	141	141	-1
3.18518518518519	86	141	141	-1
3.16363636363636	87	141	141	-1
3.14285714285714	88	141	141	-1
3.17857142857143	89	141	141	-1
3.21428571428571	90	141	141	-1
3.19298245614035	91	141	141	-1
3.2280701754386	92	141	141	-1
3.20689655172414	93	141	141	-1
3.1864406779661	94	141	141	-1
3.16666666666667	95	141	141	-1
3.14754098360656	96	141	141	-1
3.12903225806452	97	141	141	-1
3.11111111111111	98	141	141	-1
3.09375	99	141	141	-1
3.07692307692308	100	141	141	-1
3.06060606060606	101	141	141	-1
3.04477611940299	102	141	141	-1
3.07462686567164	103	141	141	-1
3.1044776119403	104	141	141	-1
3.13432835820896	105	141	141	-1
3.16417910447761	106	141	141	-1
3.14705882352941	107	141	141	-1
3.1304347826087	108	141	141	-1
3.11428571428571	109	141	141	-1
3.09859154929577	110	141	141	-1
3.08333333333333	111	141	141	-1
3.06849315068493	112	141	141	-1
3.0958904109589	113	141	141	-1
3.08108108108108	114	141	141	-1
3.10810810810811	115	141	141	-1
3.13513513513514	116	141	141	-1
3.12	117	141	141	-1
3.10526315789474	118	141	141	-1
3.13157894736842	119	141	141	-1
3.11688311688312	120	141	141	-1
3.14285714285714	121	141	141	-1
3.12820512820513	122	141	141	-1
3.11392405063291	123	141	141	-1
3.13924050632911	124	141	141	-1
3.125	125	141	141	-1
3.11111111111111	126	141	141	-1
3.09756097560976	127	141	141	-1
3.08433734939759	128	141	141	-1
3.10843373493976	129	141	141	-1
3.0952380952381	130	141	141	-1
3.08235294117647	131	141	141	-1
3.06976744186047	132	141	141	-1
3.09302325581395	133	141	141	-1
3.08045977011494	134	141	141	-1
3.06818181818182	135	141	141	-1
3.0561797752809	136	141	141	-1
3.04444444444444	137	141	141	-1
3.03296703296703	138	141	141	-1
3.05494505494505	139	141	141	-1
3.07692307692308	140	141	141	-1
3.06521739130435	141	141	141	-1
2	1	142	142	-1
2	2	142	142	-1
3	3	142	142	-1
4	4	142	142	-1
5	5	142	142	-1
6	6	142	142	-1
4.66666666666667	7	142	142	-1
4	8	142	142	-1
4.5	9	142	142	-1
4	10	142	142	-1
3.66666666666667	11	142	142	-1
3.42857142857143	12	142	142	-1
3.25	13	142	142	-1
3.11111111111111	14	142	142	-1
3.33333333333333	15	142	142	-1
3.2	16	142	142	-1
3.09090909090909	17	142	142	-1
3.27272727272727	18	142	142	-1
3.16666666666667	19	142	142	-1
3.33333333333333	20	142	142	-1
3.5	21	142	142	-1
3.66666666666667	22	142	142	-1
3.83333333333333	23	142	142	-1
3.69230769230769	24	142	142	-1
3.57142857142857	25	142	142	-1
3.71428571428571	26	142	142	-1
3.6	27	142	142	-1
3.5	28	142	142	-1
3.41176470588235	29	142	142	-1
3.33333333333333	30	142	142	-1
3.26315789473684	31	142	142	-1
3.2	32	142	142	-1
3.3	33	142	142	-1
3.23809523809524	34	142	142	-1
3.18181818181818	35	142	142	-1
3.1304347826087	36	142	142	-1
3.21739130434783	37	142	142	-1
3.16666666666667	38	142	142	-1
3.12	39	142	142	-1
3.2	40	142	142	-1
3.15384615384615	41	142	142	-1
3.23076923076923	42	142	142	-1
3.18518518518519	43	142	142	-1
3.14285714285714	44	142	142	-1
3.21428571428571	45	142	142	-1
3.17241379310345	46	142	142	-1
3.13333333333333	47	142	142	-1
3.09677419354839	48	142	142	-1
3.0625	49	142	142	-1
3.125	50	142	142	-1
3.1875	51	142	142	-1
3.15151515151515	52	142	142	-1
3.11764705882353	53	142	142	-1
3.08571428571429	54	142	142	-1
3.05555555555556	55	142	142	-1
3.11111111111111	56	142	142	-1
3.08108108108108	57	142	142	-1
3.05263157894737	58	142	142	-1
3.02564102564103	59	142	142	-1
3	60	142	142	-1
2.97560975609756	61	142	142	-1
2.95238095238095	62	142	142	-1
2.93023255813954	63	142	142	-1
2.97674418604651	64	142	142	-1
3.02325581395349	65	142	142	-1
3	66	142	142	-1
2.97777777777778	67	142	142	-1
2.95652173913043	68	142	142	-1
3	69	142	142	-1
3.04347826086957	70	142	142	-1
3.02127659574468	71	142	142	-1
3.06382978723404	72	142	142	-1
3.04166666666667	73	142	142	-1
3.02040816326531	74	142	142	-1
3.06122448979592	75	142	142	-1
3.04	76	142	142	-1
3.01960784313726	77	142	142	-1
3	78	142	142	-1
3.03846153846154	79	142	142	-1
3.07692307692308	80	142	142	-1
3.11538461538462	81	142	142	-1
3.15384615384615	82	142	142	-1
3.13207547169811	83	142	142	-1
3.11111111111111	84	142	142	-1
3.14814814814815	85	142	142	-1
3.18518518518519	86	142	142	-1
3.16363636363636	87	142	142	-1
3.14285714285714	88	142	142	-1
3.17857142857143	89	142	142	-1
3.21428571428571	90	142	142	-1
3.19298245614035	91	142	142	-1
3.2280701754386	92	142	142	-1
3.20689655172414	93	142	142	-1
3.1864406779661	94	142	142	-1
3.16666666666667	95	142	142	-1
3.14754098360656	96	142	142	-1
3.12903225806452	97	142	142	-1
3.11111111111111	98	142	142	-1
3.09375	99	142	142	-1
3.07692307692308	100	142	142	-1
3.06060606060606	101	142	142	-1
3.04477611940299	102	142	142	-1
3.07462686567164	103	142	142	-1
3.1044776119403	104	142	142	-1
3.13432835820896	105	142	142	-1
3.16417910447761	106	142	142	-1
3.14705882352941	107	142	142	-1
3.1304347826087	108	142	142	-1
3.11428571428571	109	142	142	-1
3.09859154929577	110	142	142	-1
3.08333333333333	111	142	142	-1
3.06849315068493	112	142	142	-1
3.0958904109589	113	142	142	-1
3.08108108108108	114	142	142	-1
3.10810810810811	115	142	142	-1
3.13513513513514	116	142	142	-1
3.12	117	142	142	-1
3.10526315789474	118	142	142	-1
3.13157894736842	119	142	142	-1
3.11688311688312	120	142	142	-1
3.14285714285714	121	142	142	-1
3.12820512820513	122	142	142	-1
3.11392405063291	123	142	142	-1
3.13924050632911	124	142	142	-1
3.125	125	142	142	-1
3.11111111111111	126	142	142	-1
3.09756097560976	127	142	142	-1
3.08433734939759	128	142	142	-1
3.10843373493976	129	142	142	-1
3.0952380952381	130	142	142	-1
3.08235294117647	131	142	142	-1
3.06976744186047	132	142	142	-1
3.09302325581395	133	142	142	-1
3.08045977011494	134	142	142	-1
3.06818181818182	135	142	142	-1
3.0561797752809	136	142	142	-1
3.04444444444444	137	142	142	-1
3.03296703296703	138	142	142	-1
3.05494505494505	139	142	142	-1
3.07692307692308	140	142	142	-1
3.06521739130435	141	142	142	-1
3.08695652173913	142	142	142	-1
2	1	143	143	-1
2	2	143	143	-1
3	3	143	143	-1
4	4	143	143	-1
5	5	143	143	-1
6	6	143	143	-1
4.66666666666667	7	143	143	-1
4	8	143	143	-1
4.5	9	143	143	-1
4	10	143	143	-1
3.66666666666667	11	143	143	-1
3.42857142857143	12	143	143	-1
3.25	13	143	143	-1
3.11111111111111	14	143	143	-1
3.33333333333333	15	143	143	-1
3.2	16	143	143	-1
3.09090909090909	17	143	143	-1
3.27272727272727	18	143	143	-1
3.16666666666667	19	143	143	-1
3.33333333333333	20	143	143	-1
3.5	21	143	143	-1
3.66666666666667	22	143	143	-1
3.83333333333333	23	143	143	-1
3.69230769230769	24	143	143	-1
3.57142857142857	25	143	143	-1
3.71428571428571	26	143	143	-1
3.6	27	143	143	-1
3.5	28	143	143	-1
3.41176470588235	29	143	143	-1
3.33333333333333	30	143	143	-1
3.26315789473684	31	143	143	-1
3.2	32	143	143	-1
3.3	33	143	143	-1
3.23809523809524	34	143	143	-1
3.18181818181818	35	143	143	-1
3.1304347826087	36	143	143	-1
3.21739130434783	37	143	143	-1
3.16666666666667	38	143	143	-1
3.12	39	143	143	-1
3.2	40	143	143	-1
3.15384615384615	41	143	143	-1
3.23076923076923	42	143	143	-1
3.18518518518519	43	143	143	-1
3.14285714285714	44	143	143	-1
3.21428571428571	45	143	143	-1
3.17241379310345	46	143	143	-1
3.13333333333333	47	143	143	-1
3.09677419354839	48	143	143	-1
3.0625	49	143	143	-1
3.125	50	143	143	-1
3.1875	51	143	143	-1
3.15151515151515	52	143	143	-1
3.11764705882353	53	143	143	-1
3.08571428571429	54	143	143	-1
3.05555555555556	55	143	143	-1
3.11111111111111	56	143	143	-1
3.08108108108108	57	143	143	-1
3.05263157894737	58	143	143	-1
3.02564102564103	59	143	143	-1
3	60	143	143	-1
2.97560975609756	61	143	143	-1
2.95238095238095	62	143	143	-1
2.93023255813954	63	143	143	-1
2.97674418604651	64	143	143	-1
3.02325581395349	65	143	143	-1
3	66	143	143	-1
2.97777777777778	67	143	143	-1
2.95652173913043	68	143	143	-1
3	69	143	143	-1
3.04347826086957	70	143	143	-1
3.02127659574468	71	143	143	-1
3.06382978723404	72	143	143	-1
3.04166666666667	73	143	143	-1
3.02040816326531	74	143	143	-1
3.06122448979592	75	143	143	-1
3.04	76	143	143	-1
3.01960784313726	77	143	143	-1
3	78	143	143	-1
3.03846153846154	79	143	143	-1
3.07692307692308	80	143	143	-1
3.11538461538462	81	143	143	-1
3.15384615384615	82	143	143	-1
3.13207547169811	83	143	143	-1
3.11111111111111	84	143	143	-1
3.14814814814815	85	143	143	-1
3.18518518518519	86	143	143	-1
3.16363636363636	87	143	143	-1
3.14285714285714	88	143	143	-1
3.17857142857143	89	143	143	-1
3.21428571428571	90	143	143	-1
3.19298245614035	91	143	143	-1
3.2280701754386	92	143	143	-1
3.20689655172414	93	143	143	-1
3.1864406779661	94	143	143	-1
3.16666666666667	95	143	143	-1
3.14754098360656	96	143	143	-1
3.12903225806452	97	143	143	-1
3.11111111111111	98	143	143	-1
3.09375	99	143	143	-1
3.07692307692308	100	143	143	-1
3.06060606060606	101	143	143	-1
3.04477611940299	102	143	143	-1
3.07462686567164	103	143	143	-1
3.1044776119403	104	143	143	-1
3.13432835820896	105	143	143	-1
3.16417910447761	106	143	143	-1
3.14705882352941	107	143	143	-1
3.1304347826087	108	143	143	-1
3.11428571428571	109	143	143	-1
3.09859154929577	110	143	143	-1
3.08333333333333	111	143	143	-1
3.06849315068493	112	143	143	-1
3.0958904109589	113	143	143	-1
3.08108108108108	114	143	143	-1
3.10810810810811	115	143	143	-1
3.13513513513514	116	143	143	-1
3.12	117	143	143	-1
3.10526315789474	118	143	143	-1
3.13157894736842	119	143	143	-1
3.11688311688312	120	143	143	-1
3.14285714285714	121	143	143	-1
3.12820512820513	122	143	143	-1
3.11392405063291	123	143	143	-1
3.13924050632911	124	143	143	-1
3.125	125	143	143	-1
3.11111111111111	126	143	143	-1
3.09756097560976	127	143	143	-1
3.08433734939759	128	143	143	-1
3.10843373493976	129	143	143	-1
3.0952380952381	130	143	143	-1
3.08235294117647	131	143	143	-1
3.06976744186047	132	143	143	-1
3.09302325581395	133	143	143	-1
3.08045977011494	134	143	143	-1
3.06818181818182	135	143	143	-1
3.0561797752809	136	143	143	-1
3.04444444444444	137	143	143	-1
3.03296703296703	138	143	143	-1
3.05494505494505	139	143	143	-1
3.07692307692308	140	143	143	-1
3.06521739130435	141	143	143	-1
3.08695652173913	142	143	143	-1
3.10869565217391	143	143	143	-1
2	1	144	144	-1
2	2	144	144	-1
3	3	144	144	-1
4	4	144	144	-1
5	5	144	144	-1
6	6	144	144	-1
4.66666666666667	7	144	144	-1
4	8	144	144	-1
4.5	9	144	144	-1
4	10	144	144	-1
3.66666666666667	11	144	144	-1
3.42857142857143	12	144	144	-1
3.25	13	144	144	-1
3.11111111111111	14	144	144	-1
3.33333333333333	15	144	144	-1
3.2	16	144	144	-1
3.09090909090909	17	144	144	-1
3.27272727272727	18	144	144	-1
3.16666666666667	19	144	144	-1
3.33333333333333	20	144	144	-1
3.5	21	144	144	-1
3.66666666666667	22	144	144	-1
3.83333333333333	23	144	144	-1
3.69230769230769	24	144	144	-1
3.57142857142857	25	144	144	-1
3.71428571428571	26	144	144	-1
3.6	27	144	144	-1
3.5	28	144	144	-1
3.41176470588235	29	144	144	-1
3.33333333333333	30	144	144	-1
3.26315789473684	31	144	144	-1
3.2	32	144	144	-1
3.3	33	144	144	-1
3.23809523809524	34	144	144	-1
3.18181818181818	35	144	144	-1
3.1304347826087	36	144	144	-1
3.21739130434783	37	144	144	-1
3.16666666666667	38	144	144	-1
3.12	39	144	144	-1
3.2	40	144	144	-1
3.15384615384615	41	144	144	-1
3.23076923076923	42	144	144	-1
3.18518518518519	43	144	144	-1
3.14285714285714	44	144	144	-1
3.21428571428571	45	144	144	-1
3.17241379310345	46	144	144	-1
3.13333333333333	47	144	144	-1
3.09677419354839	48	144	144	-1
3.0625	49	144	144	-1
3.125	50	144	144	-1
3.1875	51	144	144	-1
3.15151515151515	52	144	144	-1
3.11764705882353	53	144	144	-1
3.08571428571429	54	144	144	-1
3.05555555555556	55	144	144	-1
3.11111111111111	56	144	144	-1
3.08108108108108	57	144	144	-1
3.05263157894737	58	144	144	-1
3.02564102564103	59	144	144	-1
3	60	144	144	-1
2.97560975609756	61	144	144	-1
2.95238095238095	62	144	144	-1
2.93023255813954	63	144	144	-1
2.97674418604651	64	144	144	-1
3.02325581395349	65	144	144	-1
3	66	144	144	-1
2.97777777777778	67	144	144	-1
2.95652173913043	68	144	144	-1
3	69	144	144	-1
3.04347826086957	70	144	144	-1
3.02127659574468	71	144	144	-1
3.06382978723404	72	144	144	-1
3.04166666666667	73	144	144	-1
3.02040816326531	74	144	144	-1
3.06122448979592	75	144	144	-1
3.04	76	144	144	-1
3.01960784313726	77	144	144	-1
3	78	144	144	-1
3.03846153846154	79	144	144	-1
3.07692307692308	80	144	144	-1
3.11538461538462	81	144	144	-1
3.15384615384615	82	144	144	-1
3.13207547169811	83	144	144	-1
3.11111111111111	84	144	144	-1
3.14814814814815	85	144	144	-1
3.18518518518519	86	144	144	-1
3.16363636363636	87	144	144	-1
3.14285714285714	88	144	144	-1
3.17857142857143	89	144	144	-1
3.21428571428571	90	144	144	-1
3.19298245614035	91	144	144	-1
